reviewID,content
Bath Beach_df0e4fc6-5fdc-4dc7-8cf3-72b879e619e2,"I rarely see vacant properties."
Bath Beach_f0d334e3-1ebc-4c3f-9aca-878547255eba,"Everything anyone needs is with 10 minutes walk of any part of the neighborhood. Big stores alongside small shops thrive here."
Bath Beach_1bce9ff4-e279-4218-a0e3-c3c0b778b901,"Very variable. Temperatures range from 22 degrees F in the coldest says of winter to 100 degrees F in the hottest days of summer."
Bath Beach_da3e3904-1bdf-4001-915e-e89f9ac6b007,"In 10 years of living in the area, I have only heard of one serious crime in the area."
Bath Beach_f23ea80a-e5b4-4311-8b79-708418a4823b,"There are generally very few outdoor activities besides frequenting the parks in the area. There are no nearby national parks or wildlife. Pollution is not an issue as it is generally very clean."
Bath Beach_4c628a57-34ca-4db2-9867-4327f99f7f78,"Most people have small families and are involved in school events around the area. Because most the area have multi-family homes, there are not many buildings that have pets. Community events are scarce, if any at all, except people who attend church."
Bath Beach_8f2ed73a-5278-4623-8c51-fa2ef3d0ae7f,"Bensonhurst, Brooklyn is nice area to live in for people who want to be in New York but do not want to splurge on Manhattan prices. With the only downfall being the commuting time to the city, this area is generally a peaceful place to live. All the buildings in the area were built later in the century around the 1970's to 1980's, so they are all relatively new compared to other buildings in New York City. There are very little vacant or abandoned properties - the area is relatively cheap and with living spaces being large, most of the vacant rooms and apartments, if any, fill up quickly. The cost of living is not very high compared to other areas of Brooklyn (mainly due to its distance) with utilities being a standard rate. Most of Bensonhurst is predominately of Chinese heritage (at least within the last 10-15 years or so), so most of the local business owners and stores are targeted to Chinese people. Some of the grocery stores only have Chinese signs."
Bath Beach_87b364d9-36e3-439e-8b87-cfafa5208db1,"Most of the people in this area exercise in the outdoors. The nearest gym is about two miles out; however, a Planet Fitness just opened up recently which will probably boost more indoor activity. People are generally fit in this area due to walking to and from transportation stations and getting groceries. There is one hospital nearby, but otherwise, not too many health facilities. Personally, I exercise a few times a week, but not in my neighborhood. I work in Manhattan and frequent the gym near my workplace."
Bath Beach_1401c7a9-b55f-4cf1-a12c-b2eaab4dc392,"Bensonhurst has quite a number of local businesses, but very, very little traditional shopping locations. The neighborhood is known for its cheap restaurants and auto repair shops. Grocery stores are available, but further out of the area to where taking the bus or train would be out of the way. There are no big companies in this area as it is mainly residential. For the most part, it is not an incredibly convenient location for one-stop shop customers. Groceries and household items are things to get in this area, but for people looking to do shopping for clothes, technology, books, or anything else, they would go elsewhere."
Bath Beach_1c8247f5-3d9a-4ece-bea5-19b1db45a011,"Bensonhurst, Brooklyn is a very peaceful, residential neighborhood. There are many local shops run by ethnic families with very few franchises and chains, which gives a nice variety in shopping in the area. However, transportation is lacking with very few subway lines branching out of the area. There are MTA buses that frequent around this area of Brooklyn, but for people who do not work regular hours, there are very limited resources as most shops and transportation stop at sundown times. Because of its residential nature, the area is incredibly peaceful and good for starting families. Noise pollution is never a problem, and because of the area's peacefulness, it does not seem like the city is anywhere close. Besides the long commute to work and slowness in pace, this area is a very comfortable one to live in."
Bath Beach_369ea47b-20ca-43d4-a56a-aa594d954cb3,"It is mainly the fast food industry and/or banks . If you are in the business market, then finding a job is very easy.  You have to network and know people most of the time in order to discover job opportunities."
Bath Beach_5b848395-414d-48ee-a629-0b9cd8e01d28,"There were a lot of nice neighbors in the place where I live in."
Battery Park City_9b2f13bc-53e2-4d82-93a4-ee3557fc48f7,"The parks, the activities, the views , the schools, the convenience, and now the stores and restaurants are all reasons to love BPC.  Every neighborhood in NYC may have downsides - you give up something - parks for restaurants or schools for convenience - not in BPC.  Love it here!"
Battery Park City_e1191ac1-b6ba-4361-a968-0d2b3cb496dc,"Never have heard or seen a problem in Battery Park"
Battery Park City_adbaa579-4e26-43f5-bb99-98bf3ff88226,"Very pleased with the family-friendly neighborhood"
Battery Park City_822b0fe6-c05d-4eec-9abc-47d697b748cc,"There is a private security force in Battery Park City, that is very visible, and increases the safety of the neighborhood versus other NYC neighborhoods."
Battery Park City_44785e2f-955e-4a2c-aaae-2e849b8b92a8,"When we moved to Battery Park City in the 1990s, the area was a ghost town on nights and weekends.  Today, it's one of the best places in NYC, if not the US, to raise kids.  The great schools, convenient parks, water views, little league - residents have convenient access to everything that once drove them to the suburbs, especially if they have kids. But this is not a suburb, it's NYC with all the great stuff the city offers.  If you work downtown, the commute is convenient.  If you work anywhere in the city, most subway lines are a quick walk.  The Brookfield area and World Trade Center center frequently open top restaurants and stores  - then there is also the Tribeca, Seaport, Stone Street and Batter Park - all within walking distance.  The new Governors Island Park is becoming a real draw.  Public schools are nothing short of incredible.  PS 276 and PS 89 run through 8th grade.  #1 US High School, Stuyvesant, is located in BPC.  There is also an excellent select High School, Millennium High School, located in the Financial District, which gives preference to below-canal street residents. The risk and fear is the explosive growth of this neighborhood causing unknown impact.  For now, and likely some time to come, it's an absolutely awesome place to live, and so exciting."
Battery Park City_3760da77-7764-474b-a645-01ea4e71c491,"There are many dry cleaners in the area, too many really, but they are all great. The restaurants are few in numbers but are all decent. There are not enough nice cafes or bookstores. You can get most of the things you need here, though."
Bay Ridge_fd727392-e98a-489d-8974-3945ff3aef24,"I grew up in Bayridge so I know that it's a neighborhood worth bragging about! Bayridge is rich with diversity and with a couple of blocks to stroll around you get a fair share of a true New York melting pot. It's a great neighborhood. Never a dull moment."
Bay Ridge_aae4b6c4-ebe6-4e22-b4a6-40fba4cfb929,"Beautiful area with a lot of things to do and very friendly people. A lot of parks as well as coffee shops for students to study."
Bay Ridge_883fcdd0-0861-4c89-888a-92b6b2e27411,"Bay Ridge is a great community with good schools and a common respect for public property.  I really enjoy the people I encounter here as well as the facilities available from gyms to unique restaurants and bars you really can't beat the feeling of community you get from Bay Ridge"
Bay Ridge_509ef111-9bdc-4e01-a85f-08221f113ee2,"Bay Ridge is a calm neighborhood with many places to visit. One can do many things in my neighborhood such as visit parks, shop, and eat food from almost any culture. There is diversity in my neighborhood as well and people get along. For the most part, I would consider this a neighborhood to live in."
Bay Ridge_02797c72-b543-4820-9d2e-83f6cdc36869,"I'm a single woman who has been living in Bay Ridge for 5 years now.  Its a great residential town more affordable than a lot of places in Brooklyn. It's a middle class neighborhood. haven't had any problems. I don't have children so I cannot rate the schools. The residential streets are quiet. There could be better quality restaurant options. The R train is the only train in the area but there are multiple local and express buses. I've found it safe, of course use common sense and be aware of your surroundings always. I sometimes come home very late and don't feel unsafe walking home. There is a lot of shopping on 86th street. The neighborhood really has all your basic needs here. There is a great promenade to go biking, walking, jogging and really great sunset views. There are a lot of families with small children, so semi family friendly. It's just a few subway stops away from express trains N and D."
Bay Ridge_534a67ad-5fa0-4aaf-bf5e-801a5e1222b6,"I love Bay Ridge. One of the safest neighborhoods in Brooklyn. Take a stroll on 3rd Avenue and you will find lots of awesome places to grab a bite!"
Bay Ridge_3f76ecca-33d7-485f-9ab1-83a1772fb8ab,"The restaurants, the shopping areas, and the people are great. If you want fun, you can find it. If you want quiet, there are places to find that as well."
Bay Ridge_59406cbb-8e61-4197-9fc7-4343e5851d5f,"It is diverse and the people here are friendly. It is a great and lively neighborhood. They have parades for St. Patricks Day, Ragamuffin parade, and etc. You can shop at 86th street."
Bay Ridge_cd0aebe5-8686-451b-a7ef-8c4b16e862c0,"While attending Fort Hamilton High School, much of my time was spent in Bay Ridge. Bay Ridge is one of the many neighborhoods in Brooklyn. Bay Ridge is an area that is full of various different restaurants and places to eat, making it an area in which many younger kids, such as those who attend high schools within the area, can easily spend time with their friends. Bay Ridge goes form fast food chains, to high end restaurants, giving residents the best of both worlds. Alongside the various delicious restaurants, Bay Ridge also has various bars for an exciting 'night life' for those who live in Brooklyn. Bay Ridge is  neighborhood like no other in Brooklyn. You'll never find yourself bored when you spend a day in Bay Ridge."
Bay Ridge_af0e93f0-76d9-4574-a160-9f5d38709c67,"I love the site. It's very clear-cut and user friendly. I hope it will help me with funding my education."
Bay Ridge_2006fbfe-183f-4c96-aaef-344ad3f62bfd,"Bay Ridge is a great place, really family friendly and diverse because of its history as a haven for immigrants. Biggest downside is the long commute into Manhattan"
Bay Ridge_851b8bbb-de1e-4c4d-ad93-0c17e3f4e139,"The people are nice enough with lots of families in the neighborhood. A great study environment, but there aren't a lot of things to do for young adults."
Bay Ridge_ef86dced-ffcc-4475-9017-f033ee9b1790,"Bay Ridge has a very diverse community so where ever you look you'll see people from all over the world and along with this comes a variety of food places to pick from. Plus there's some great piers with some beautiful views."
Bay Ridge_226cd25b-fbb1-47ce-a1b3-506f6bea8324,"Every neighborhood has its faults but its safe"
Bay Ridge_0860efc7-af10-43a8-b122-8b5ceb9bbfc3,"It's the best community to live in."
Bay Ridge_9fbe8c10-6c29-4a30-8a73-5d2f2b0a81f3,"The crime is very little in Bay Ridge."
Bay Ridge_05416d38-9269-4461-a000-e1a4dca1fc55,"Bay Ridge is very multi-cultural and I love it!"
Bay Ridge_ca9a9d63-e2cb-4d42-9456-856c7306358b,"I have never had a problem with crime in this neighborhood what so ever. I have never witnessed anything illegal happen nor have I heard of any crimes being committed. It is a very safe neighborhood."
Bay Ridge_433e5b2b-fb8e-4159-848b-4202e3b18d34,"Bay Ridge is an extremely nice area. Its a very family friendly place and there are many parks and things to do. The future of this area is that it is going to continually get nicer because of its approximation to Manhattan."
Bay Ridge_59e6fd7c-c1b6-4272-9016-308b3855f511,"Crime here is pretty low, but it does depend heavily on who you are and in what part of Bay Ridge you live in."
Bay Ridge_8af22362-f99f-48bd-99d8-799197599b81,"Bay Ridge is a very pleasant place to live. It's definitely not perfect, just like every other place in the world, but it's the best place in New York City. Everything is convenient, there's a diverse community living here, there are many parks, and overall crime rate is very low."
Bay Ridge_881d5596-4657-4a55-a733-2da7008d05d1,"People live here for decades and many have pets."
Bay Ridge_99056737-c207-4400-be04-e0054134714c,"I've never seen a crime and rarely hear about one."
Bay Ridge_0c5bef42-66c8-4ef9-9590-59dcef6e5562,"This is a great, safe, and friendly neighborhood."
Bay Ridge_4892017a-cea0-436f-b8ad-1965c57a74c8,"Living in New York City is one of the best experiences. Not only are there so many things to do there is lots of culture and variety at your fingertips."
Bay Ridge_a5de2e43-869e-44b7-8f7e-3c6085ef52a8,"I live close to parks, shopping, and the people who live here really care about there community. Best is the view from the pier over looking NYC."
Bay Ridge_f0606f09-134f-457a-9a4a-7b70b70af8dc,"Lots of grocery and produce stores, so fruits and vegetables are easily accessible. Local bakeries are pretty good, as well as a quiet neighborhood. Not a lot of gang activity and no criminal activity as far as I know."
Bay Ridge_b04c0e7a-5fb0-4bd0-a03d-2f71f27bdcd3,"It's a relatively safe neighborhood which is walking distance to many shops and restaurants.  There's public transportation nearby, unfortunately, there's only subway line which is the R line.  Parking very hard to find."
Bay Ridge_1b2b0fa9-b279-4404-85da-240058d8bb1e,"People with pets are usually friendly especially if your walking your dog.   People in the parks seem to try to keep their communities clean ."
Bay Ridge_aa44b624-372a-47ce-ac54-bc9a7c04a382,"bayridge is a melting pot of foods and drinks"
Bay Ridge_77823f2c-3bd7-4919-a4e8-3cb428b5c935,"you can go on a fishing boat at sheepherd bay,  some people fish locally"
Bay Ridge_0f8a766f-8907-4b1a-a6cf-ab22edb2f5d3,"within the last 10 years nyc, has had an earthquake(aftershock), tornado, hurricanes and blizzards."
Bay Ridge_6da73f5e-5aa3-40e8-97d9-755f31036ad4,"Can have good times if going out with friends"
Bay Ridge_55a596dd-c694-4444-af2b-8a35750b8604,"Can do better, a lot of unprofessionalism"
Bay Ridge_c0c7bfcd-f6a2-4494-a2f3-128fcff727d8,"They don't tell you to always exercise but it is noticed that they try their best to keep themselves fit."
Bay Ridge_b9f443e9-d28a-4bed-ac12-2d1a29fb28be,"I never heard of anything crazy that goes on in my area."
Bay Ridge_80e9f4bd-5622-4d06-a804-11fd298cd973,"We all love to help each other and find the best solution for the community."
Bay Ridge_4a4aa53c-6096-4cec-9f79-de452099015a,"My neighborhood had to prepare ourselves for precautions of the storm but we never had to move to another shelter. Usually it is just within the 10 block radius. After those 10 blocks, there are places that were damaged due to weather conditions."
Bay Ridge_b023cf74-cc4e-4092-a274-efbe5ea939c1,"Great late night snacks and a few blocks dedicated to drinks. Loads of fun!"
Bay Ridge_93b61b94-5649-4445-b634-f057bd35b1ba,"I never worked in my neighborhood before nor have I tried so I don't know much about the employment rate in my neighborhood."
Bay Ridge_7e3754a9-f1eb-4b05-8324-d01b280d72d1,"I really enjoy the variety of food selections in my neighborhood. There are Chinese, Thai, Spanish, Italian, Mediterranean, and many other food varieties for the residents of my neighborhood to eat."
Bay Ridge_81015b00-7bc3-43ba-b867-e7c99172304e,"Police is almost always present and we are justa  couple blocks away from NYPD station."
Bay Ridge_e4615539-7d7c-4ed4-8bd5-3964a5eda47e,"competition forces these family owned businesses to focus on better quality for less."
Bay Ridge_99838c95-cc38-42d8-8498-b2269aa89510,"trains are close and reliable"
Bay Ridge_f371a51a-beca-4cef-886e-5d6b790de814,"Jobs are available for part time low paying jobs."
Bay Ridge_8e160e4e-df70-40e6-973a-6470bc3cfb50,"People in this area are from many different ethnic and religious backgrounds."
Bay Ridge_570ea005-2053-4372-a7da-ba5dd3b4ccf9,"Police and fire stations provide a good service. Local representatives need to address recycling rules on bottled water. Why are we paying 5 cents per bottle when  you are required to recycle. You look like a poor person when you return them."
Bay Ridge_4ce71168-82d9-42a7-b361-4608f7491875,"There are some people that have lived in this area their entire life; including multiple generations. New families are moving into the area but most have previously owned a house before."
Bay Ridge_7e62ebe1-dfdd-489f-98aa-7eb4d3b772a4,"Houses are maintained and strong real-estate market"
Bay Ridge_d513f130-cda3-491c-9e18-9ea7c389d0e8,"A few different gyms in the area, some are expensive"
Bay Ridge_355b9953-97bc-468d-8482-2952d4f0e7aa,"Lots of restaurants and many choices"
Bay Ridge_e7e3180e-9fcd-4e1b-b3f6-b8e4b241e3a5,"The are several parks in the area and are maintained"
Bay Ridge_27f3c86f-b701-4828-ada3-94897e98609c,"Area has mom-and-pops stores and restaurants, some chains"
Bay Ridge_8b8b6b8c-5e48-4dd7-b030-caaa3fb9c8e9,"Residential area and close to NYC."
Bay Ridge_3130d7a4-499e-4859-a246-0e6a5a0c2689,"A typical working-middle class type of area. Nothing gorgeous and immaculate but nothing too trashy or unsafe either."
Bay Ridge_fbb765d0-c8da-42e0-93c8-b42e085a8b65,"I am content here. It's safe, and there's a variety of local restaurants and fast-food places. My rent is good."
Bay Ridge_fa12fc2c-6c97-4c5a-8a33-6d08c237e7ee,"There's a nice waterfront area to walk/bike to. Great views."
Bay Ridge_58a00e34-67ac-439d-9404-1eae6a93e62f,"I don't think people come here to visit, just to live. It's very residential."
Bay Ridge_3f6a2adf-a216-43af-8268-c546bc770b76,"It's not really a hip and trendy place, more traditional culture feeling. But nice."
Bay Ridge_8df946df-20d4-4e60-93ab-f0edebab795c,"I'm not really health conscious myself, so I don't know."
Bay Ridge_0dd15ef1-95c1-4e3b-b161-d5ae84f87547,"Feels safe. Not perfectly ideal, but good enough for me."
Bay Ridge_bbc0578f-6b43-4f12-80a5-db2015fab75d,"Diverse, with young and old, families and singles. Seems like a strong Arabic community."
Bay Ridge_b2ad168c-b3ee-4cc0-8c33-917fbec84a35,"Ethnic food variety is pretty great. Nightlife is mostly dive-y and bar-like."
Bay Ridge_1c4ad9eb-5a90-4730-a04c-01ddee4870bb,"Hurricanes only come every few years or so but it's very safe to live in Bay Ridge."
Bay Ridge_5392b8ab-3093-443a-889f-bf398fbcfc96,"Its great although the businesses aren't doing well."
Bay Ridge_71679766-f4d4-4ce7-99de-fe4cc7ae8545,"Very pet friendly, amongst neighbors but not landlords."
Bay Ridge_66af1f27-c882-4025-b26d-855bd44a7a7a,"There are plenty of gyms and parks to stay fit at."
Bay Ridge_87a17c60-3e91-45d1-92c4-514bf53c13da,"The safety in this area is horrific. I can't walk outside my home without worrying that someone is going to rob me or rape me. I'm constantly getting hit on by workers and people in the streets. Landlords don't maintain sidewalks. There are a number of shady empty/abandoned lots."
Bay Ridge_3f7795f9-3445-4a64-9927-ebf487c83f8c,"My parents spend hours looking for parking. We've had bed bugs twice over the past five years and rats keep showing up. Roaches appear every hour of the day despite the monthly exterminator visits."
Bay Ridge_8be32f03-7cb3-4a72-a57e-ca946b0d8a0d,"It really depends on where you go."
Bay Ridge_c2a73de3-a128-4ed0-94f3-891b07c8ffba,"Rent and prices overall just keep seeming to go up and businesses aren't doing great. I've seen way too many places close and open up, not just restaurants but other things like furniture stores."
Bay Ridge_6abda265-847a-4c43-b061-26afa3d798b4,"I'm nearby several buses and trains which make it convenient to travel towards the city or further into Brooklyn."
Bay Ridge_9222b33e-254c-482a-9abf-a9d0c917fd93,"There is an entrance to the Belt Parkway nearby my house and every morning I can smell it through the windows CLOSED. I can't hear the drilling/construction going on but I can smell it. It's awful."
Bay Ridge_c8baf017-aaa1-4ca6-88a1-33ff43c1d123,"I live near a mosque, so there are a lot of Muslims in the area who discriminate against me because I am Orthodox Christian. Growing up, the Muslims/Hispanic kids use to gang up, bully me, and threaten to rob my home (which happened on a few occasions). My parents would move if we had the money to, but the cheap rent keeps us tied."
Bay Ridge_f1001205-685b-425e-b252-d25d9b594629,"Weather is usually not an issue. This area does not see a lot of severe weather events or natural disasters. When such events do occur however, residents respond fairly well and support each other. This area does go through winter, spring, summer, and fall over the year. You will need a coat for the fall and winter, and an Air Conditioner for the summer."
Bay Ridge_935400fe-1101-408f-bd26-ff7ab50a8136,"I have not seen many 'For Sale signs' available. The few that I have seen tend to disappear within a few weeks after going up. People do take care of their homes and apartments."
Bay Ridge_5e640506-bb82-40a8-933b-aaeeb4b90c8c,"There are multiple gyms, fitness centers, and parks available to get exercise done on a daily basis during the day and even at night. Drug use or abuse and alcohol abuse are not problems in this area."
Bay Ridge_a5eccd7d-fdaa-4368-95b0-973d7e4176f1,"People who live here are well employed. However, the area itself provides very few employment opportunities. Most opportunities are entry level unskilled jobs."
Bay Ridge_43b1d985-52eb-46a2-9cf2-e3729c4bd670,"This is an area that offers plenty of diversity among residents. People here come from Italian, Irish, Polish, Middle-Eastern, Chinese, Vietnamese, Black, and even Latino backgrounds. They are friendly but they mostly keep to themselves."
Bay Ridge_cbd74e05-6995-4c61-af33-93b9d27745c4,"This is a neighborhood that has access to some of everything. There are restaurants and bars to go out to on during your free time. Grocery stores, convenience stores, and drug stores are all accessible by walking and are usually open until later in the night time. There are several gyms and fitness centers. This neighborhood has everything you will need."
Bay Ridge_0c6d7be7-75bf-493e-bd65-a86c04e081f7,"Emergency response times are really good and are handled well. During a election day, it is easy to find and access a place to cast your vote. Local laws are of minimal inconvenience."
Bay Ridge_7939f42f-25ec-4861-ab67-61aea322cb86,"The crime rate in this neighborhood is extremely low. Streets are cleaned daily. There are almost never signs of vandalism or graffiti in the area."
Bay Ridge_99507fa2-d04e-4f6d-bb2c-fa505f397447,"There are a variety of grocery stores, delicatessens, restaurants, and a few bars in the area. There is a New York City subway that goes though most of this neighborhood and several other buses as well."
Bay Ridge_55ff1a01-772a-4169-a1ec-7a323ff99c39,"Most people are friendly individuals. However, there is not a strong sense of community in this area. People mostly keep to themselves or form small circles of 5 to 8 other friends."
Bay Ridge_bb1eaba8-b958-4077-a6a2-57e17266a481,"The diversity of the community is accurately reflected in the cuisine available. There are various Chinese Take-out stores, Halal Food carts, Mexican cuisine places, and even some fast food chains."
Bay Ridge_4cb97551-29f9-4893-80b0-ee9d1af2b310,"Sometimes there will be big events held at a local park. These events might occur once or twice a month. This area is not a tourist attraction. local residents are friendly and helpful towards non-residents."
Bay Ridge_d9ea18e9-f793-4fec-8538-51319128d77d,"There is plenty of nature/outdoors near me. There are various parks with big open spaces that are great for families that want to spend some time outside together. Even better, the parks are all walking distance in this area."
Bay Ridge_050d3b68-1109-4c25-944b-5ac726343387,"My area is pretty safe.  Ocassionaly you have a problem with  passing gangs, or drug dealings, loud music.  Robberies aren't often heard about"
Bay Ridge_9fdfcafd-3d31-4396-b100-f3668c4c7a10,"mixed of private homes and apartment buildings"
Bay Ridge_0e20fcac-4bb3-4572-9dbb-69d01a976aa6,"mostly restaurant, or teaching jobs, or supermarket employees"
Bay Ridge_45c63542-0e7f-4ae2-82dc-6e8b6d806777,"live in residental area.  on main streets there are stores and supermarkets.  Have to travel at least almost a mile to get to a clothes store area.   Major stores are a train ride"
Bay Terrace  Staten Island_2490a8c1-62d4-4e5d-bc08-850911a6c678,"Very safe neighborhood, historically and presently little crime."
Bay Terrace  Staten Island_5d1f0f8e-688d-479a-8269-4e0f04487b8e,"Safe, homes are a good size if not big. There are good public school options nearby for elementary and middle school - for public high schools, only Staten Island Tech is good."
Bay Terrace  Staten Island_a8535e2e-61e0-4f02-addf-4ad93c9b5aec,"People are doing what they can with their money, so."
Bay Terrace  Staten Island_d15010b7-37be-4066-a81b-7367cee65bdb,"There's no open job market in Staten Island that would benefit anybody."
Baychester_6506c8fe-a4e7-49e0-851e-691f58f1dc61,"Great neighborhood. Private houses. Quite. Baychester was mostly West Indian. Everybody keeps up with their house.Close to highways and trains. They keep putting these section 8 people up here now thats running down the place. People from the shelters. Its becoming. I'm starting to see strange people walking around. Right now I have a girl from the shelter that has 3 kids. No curtins but still have different men going to her. Smoking weed and drinking. My lanlord complain because they throwing the liquor bottles into her garbage because she doesn't want her landlord to see. If they continue to put these people up here, trust me Baychester will run down quick. This is a working class neighborhood."
Baychester_ff71b446-a02e-4e43-8c8e-6346787cbae9,"Very nice, peaceful, lots of small stores. Although, it can be a little expensive house wise, and not that many jobs, it's a nice place to settle down (not a lot of clubs)."
Baychester_e3fb9ab8-4102-4b91-b0e3-c74037500ab8,"I have seen worse, but the ones that live there do try to keep the area clean."
Baychester_6a85a80f-ee65-4756-b7bc-1ac60b489d21,"The atmosphere makes you feel alive."
Baychester_6a91bbb2-4aa1-4c21-83c5-cd0458d9676a,"Where I live there has been no crimes, but neighborhoods close have been known to have some serious crimes like theft and domestic violence."
Baychester_8ef37b02-0534-463c-8248-8e24c88ea9c7,"I am glad that I live so close to NYC where all it takes is a bus, a train ride, and $2.75 to get to wherever I need to be."
Baychester_1adcf0ce-d768-4c26-95aa-550058491bf2,"The crime rates in the area is very low."
Baychester_0a3369ee-bde6-4b91-adb9-89327a6dc80e,"Littering is extremely bad in this area. People will throw their garbage and wrappers in other people's yards."
Baychester_8d818407-6318-4ab0-a9ab-c0841b7c931b,"Crime happens mostly in parks. In the park that's three blocks from me a person got shot and died and others sell drugs there."
Baychester_82ccbe2d-3118-4a64-a2b2-4ad6244d63ab,"There is no sense of community. Everybody keeps to themselves."
Baychester_35c7c102-b787-40a2-88f6-e97ec97164fe,"The weather is not too bad. Average I would say. The only thing we have to worry about it snow storms."
Baychester_c8d2dc18-02a6-4026-a909-09c7bb288fa9,"The food options are ok."
Baychester_6c0232f2-a8b5-44dd-a3b9-f40a40ffb3ca,"I've applied for jobs around here, but all of them require you to fill out applications online and I've never heard back. I honestly feel like they don't even read the applications."
Baychester_b5d878b4-ec1e-4e18-9eac-109b5dc5c808,"I can get everything I need in this area since I live close to Bay Plaza shopping center, however I wish the neighborhood in general was more cleanly and put together overall."
Baychester_02f5e949-09a8-4d1f-9bca-7a52a9b60388,"pretty good spring point but hot summers followed by harsh winters. Only winters affect one's daily life in the area"
Baychester_cb8ee3a3-637f-49e7-81b2-fbdba2903398,"limited variety in nightlife options but there are some good restaurant nearby"
Baychester_04fe9922-ea92-4b15-9ae8-4e48d2996cca,"there are some good opportunities however the majority of employment is low paying jobs with a semi-skilled level needed"
Baychester_e6ad3342-31b4-4544-be9e-3c4460d0ae8b,"the services are okay if one's desired item can't be found at one store, similar stores are in close proximity so with same pricing"
Baychester_6051b28a-3c69-42c9-b2c0-56e6bc537864,"too expensive for not getting enough for your money"
Baychester_07324c7c-0117-4406-afd5-91ca9ca69d28,"will leave once I graduate"
Baychester_836ea6d7-ea7e-44fb-b18a-c956d5c0e28a,"a lot of average store"
Baychester_1c41e8c2-0bd2-4933-be81-e3fb211cc026,"not that great, they do not let their customers feel welcomed"
Bayside_9533951d-2c62-4dfd-84c0-4317080b9c0e,"Bayside, NY has a great school district and is flowing with diversity. There is so much to explore around the area. From amazing schools to spending a Saturday night on Bell Blvd playing pool or singing karaoke with some friends! I would completely and fully recommend this neighborhood for couples with small children to young adults who like a safe and vivacious atmosphere."
Bayside_3fdca335-ec83-4e64-b443-648bd8f0d9fd,"Bayside is a wonderful community full of life, vibrancy, and fun. The neighbors and families in this neighborhood are very open, friendly, and social. In Bayside, one has access to relaxing and healthy nature scenes as well as urban life and transportation."
Bayside_385cb913-c215-44ba-816f-23ee825ce27d,"I lived in bayside for 28 years. I love this area because its safe, the schools are great, not to busy. just the right amount of suburbia"
Bayside_3f7bf5ec-dac0-4e94-9850-35bce79221d9,"Bayside is a diverse, unique town in Queens, NY. Situated right near the Little Neck Bay, this town offers a myriad of parks, restaurants, schools, a community college, and easily accessible transportation, like the Long Island Railroad, and bus services. Yet, the most unique aspect of Bayside is the people. The population has changed a bit from when I went to grade school, about 15-20 years ago, however, my neighbors remain friendly, generous and respectful. I live in between two great shopping centers, and on a major boulevard that is home to some of  NYC's best bars and restaurants. This town is for the middle class, but offers options for those looking to buy mini-mansions or smaller apartments."
Bayside_453c02ea-a39b-4690-b829-35dca9feaee8,"Bayside is a quiet place with a lot of access to different activities. You'll never be far from a fair share of restaurants, movie theaters, and bars. As far as ease of living, it is very convenient in that there are a lot of stores and services within walking distance, such as the supermarket, laundromat, and plenty of coffee shops. You definitely do not need a car to live here, which helps save money. Bayside is a residential area with a lot of houses and pretty much no apartments. The cost of living is rising, but overall it is a great place to live - especially for families."
Bayside_a4d4ee6d-7edd-4d18-a481-7af32b91eae7,"Bayside is very family oriented. It is filled with excellent restaurants, beautiful parks and some of the best schools NYC has to offer."
Bayside_93c5e15b-f15c-4ccd-9b18-0270461978c5,"I've lived in Bayside for 24 years. The neighborhood is clean, the people are all very friendly, and there is a lot to do. Bayside is very close to the LIRR, and about a 20 min drive into Manhattan. Bayside is also close to Astoria, so there is always somewhere to go to enjoy your night. If you want to stay local, there is Bell Blvd, a strip of bars, restaurants, lounges, and Northern Blvd as well. What I would like to see change is the traffic. I think better traffic systems can be implemented."
Bayside_87444fd9-3f9a-4480-a64e-d7f48cd69006,"Bayside is where I have grown and matured into the person I am now. Being a community with a diversity of backgrounds, experiences, and cultures, Bayside has made me realize that the people around you is an invaluable aspect of life. Bayside is a place that I will always call my home."
Bayside_6dc1f4e1-8905-41ce-a2c2-904d246e9c2f,"Bayside is a great suburban neighborhood. There are many public schools, many of which are highly rated and produce very intelligent children. Since there are many children, it can be a bit noisy at times, especially after school hours, but it is very calm at nighttime and safe, as well. The houses here can definitely be pricy, such as in the House Beautiful Condominium Area. Commuting to Manhattan can definitely be costly, since there are no subway lines running here. There are several bus stations, as well as the Long Island Railroad service, but railroad tickets are very expensive. Overall, I would recommend living here."
Bayside_bfbb0104-de64-4000-a8d5-9ab6b158d92d,"Bayside is a great neighborhood to live in, you are a part of NYC and also is in one of the most diverse boroughs of NYC. As the neighborhood is great, it needs to improve on transportation and bus routes. It is hard to get around without a car or taking at least four different buses."
Bayside_a61ec47e-880e-402c-a2fe-2a37af63d2d7,"I love living in Bayside. It feels like home. Even though it is in New York City, it still has a small town feel. I grew up being involved in basketball, baseball, and swimming in my area. These sports communities (especially Bayside little league) really enhanced by childhood and taught me what a good community looks like. My church is in Bayside, and it is my favorite place to be. I can go there and be with other Christians who live around me and also want to worship God."
Bayside_bcfacabf-6151-46a9-89bc-83ec21db4cf1,"Bayside is a very nice neighborhood. Many different cultures are shared and the housing is very spacious. Schools in the area are also very high ranked."
